days_ago,amount,merchant,account,category,detailed,tags
185,4.99,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
189,5.84,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
195,6.34,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
200,5.75,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
205,6.35,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
209,6.11,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
213,5.63,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
218,5.96,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
224,6.01,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
230,5.69,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
235,5.49,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
239,5.98,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
245,5.30,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
249,4.81,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
254,6.31,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
261,5.81,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
264,5.79,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
270,5.95,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
276,5.24,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
281,5.84,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
286,5.80,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
291,5.02,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
296,5.61,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
300,5.06,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
305,5.14,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
311,6.18,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
317,5.85,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
322,5.77,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
327,6.33,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
331,5.17,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
336,6.07,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
342,5.10,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
346,5.56,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
351,5.09,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
355,5.50,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
361,5.07,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
365,5.08,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
370,4.97,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
377,6.37,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
381,5.08,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
387,5.60,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
393,5.39,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
397,6.07,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
403,6.08,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
407,6.08,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
412,5.70,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
416,5.64,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
423,4.93,Starbucks,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,coffee
2,11.76,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
8,13.48,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
14,13.48,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
20,13.32,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
26,12.29,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
32,13.76,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
38,12.08,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
45,13.49,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
51,13.92,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
57,12.31,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
63,12.61,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
68,13.65,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
75,13.96,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
82,12.49,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
87,13.09,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
94,12.65,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
99,11.49,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
106,12.17,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
112,13.57,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
118,11.89,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
123,13.05,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
131,13.89,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
135,11.78,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
141,13.16,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
149,13.35,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
155,13.89,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
159,13.94,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
165,12.62,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
172,13.14,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
180,12.87,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
186,12.86,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
191,11.82,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
198,12.45,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
202,13.17,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
209,12.68,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
215,13.66,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
222,11.46,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
226,11.86,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
233,12.18,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
240,13.57,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
246,13.72,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
251,12.48,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
259,13.03,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
265,12.00,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
271,13.91,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
277,11.01,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
281,13.26,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
287,11.25,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
295,11.81,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
300,11.79,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
307,13.16,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
311,12.34,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
320,11.25,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
324,12.14,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
332,13.07,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
336,12.49,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
342,12.45,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
349,12.63,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
354,13.32,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
360,13.08,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
368,11.11,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
372,13.15,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
380,11.85,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
387,12.93,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
391,11.28,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
397,13.97,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
405,11.77,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
410,11.21,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
416,12.28,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
423,11.49,Torchy's Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,lunch
30,48.00,Target,sofi2,shopping,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,apparel
65,110.00,Nike,sofi2,shopping,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,apparel|sneakers
20,34.00,AMC Theatres,sofi2,entertainment,ENTERTAINMENT_MUSIC_AND_AUDIO,tickets
55,68.00,Ticketmaster,sofi2,entertainment,ENTERTAINMENT_MUSIC_AND_AUDIO,tickets
187,220.00,JetBlue,sofi2,travel,TRAVEL_FLIGHTS,trip|flight
154,140.00,Airbnb,sofi2,travel,TRAVEL_FLIGHTS,trip|stay
152,39.47,Snooze,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,trip|food
151,24.36,Illegal Pete's,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,trip|food
150,26.17,Voodoo Doughnut,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,trip|food
152,22.16,RTD,sofi2,transport,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,trip|local
151,37.84,Lyft,sofi2,transport,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,trip|local
425,7.79,P. Terry's,checking,dining,FOOD_AND_DRINK_RESTAURANT,
423,6.70,Veracruz All Natural,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
421,7.50,Franklin Barbecue,checking,dining,FOOD_AND_DRINK_RESTAURANT,
419,18.45,Franklin Barbecue,checking,dining,FOOD_AND_DRINK_RESTAURANT,
417,18.41,Whataburger,checking,dining,FOOD_AND_DRINK_RESTAURANT,
414,13.64,Kerbey Lane Cafe,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
412,12.98,Kerbey Lane Cafe,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
410,9.69,Whataburger,checking,dining,FOOD_AND_DRINK_RESTAURANT,
408,8.57,Chipotle,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
406,14.87,Thai Fresh,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
404,8.07,Franklin Barbecue,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
402,10.74,Thai Fresh,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
401,12.24,P. Terry's,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
399,20.95,Chipotle,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
395,13.81,Kerbey Lane Cafe,checking,dining,FOOD_AND_DRINK_RESTAURANT,
394,5.47,Franklin Barbecue,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
393,6.28,Cuantos Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
391,18.11,Amy's Ice Creams,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
387,20.93,Veracruz All Natural,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
384,5.93,P. Terry's,checking,dining,FOOD_AND_DRINK_RESTAURANT,
383,15.52,Home Slice Pizza,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
382,9.44,Whataburger,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
379,10.40,Amy's Ice Creams,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
378,10.68,Chipotle,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
376,5.59,Whataburger,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
375,10.60,Cuantos Tacos,checking,dining,FOOD_AND_DRINK_RESTAURANT,
374,17.07,Chipotle,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
370,15.91,Thai Fresh,checking,dining,FOOD_AND_DRINK_RESTAURANT,
367,11.95,Whataburger,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
365,13.33,Franklin Barbecue,checking,dining,FOOD_AND_DRINK_RESTAURANT,
363,18.77,Tacodeli,checking,dining,FOOD_AND_DRINK_RESTAURANT,
361,12.24,Veracruz All Natural,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
358,22.60,Home Slice Pizza,checking,dining,FOOD_AND_DRINK_RESTAURANT,
356,5.42,Chipotle,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
353,17.24,Kerbey Lane Cafe,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
351,7.26,Chipotle,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
349,7.27,Veracruz All Natural,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
346,20.72,Veracruz All Natural,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
344,6.52,Chipotle,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
343,14.28,P. Terry's,checking,dining,FOOD_AND_DRINK_RESTAURANT,
340,9.89,Amy's Ice Creams,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
339,7.99,Franklin Barbecue,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
338,7.75,Whataburger,checking,dining,FOOD_AND_DRINK_RESTAURANT,
335,10.47,Chipotle,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
334,11.96,Home Slice Pizza,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
330,8.17,Home Slice Pizza,checking,dining,FOOD_AND_DRINK_RESTAURANT,
329,5.86,Kerbey Lane Cafe,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
329,7.35,Amy's Ice Creams,checking,dining,FOOD_AND_DRINK_RESTAURANT,
327,11.33,Chipotle,checking,dining,FOOD_AND_DRINK_RESTAURANT,
325,5.40,Home Slice Pizza,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
324,8.37,Cuantos Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
321,9.02,Juan in a Million,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
319,5.40,Whataburger,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
318,6.98,P. Terry's,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
316,15.77,Tacodeli,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
314,14.39,Amy's Ice Creams,checking,dining,FOOD_AND_DRINK_RESTAURANT,
311,7.33,Tacodeli,checking,dining,FOOD_AND_DRINK_RESTAURANT,
308,16.49,Amy's Ice Creams,checking,dining,FOOD_AND_DRINK_RESTAURANT,
304,14.07,Kerbey Lane Cafe,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
302,16.41,Juan in a Million,checking,dining,FOOD_AND_DRINK_RESTAURANT,
298,5.47,Thai Fresh,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
298,6.40,Cuantos Tacos,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
295,19.65,Kerbey Lane Cafe,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
292,11.15,Cuantos Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
291,5.44,Juan in a Million,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
290,13.38,Chipotle,checking,dining,FOOD_AND_DRINK_RESTAURANT,
288,15.76,Franklin Barbecue,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
284,20.42,Tacodeli,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
279,20.96,Amy's Ice Creams,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
275,19.80,Franklin Barbecue,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
273,8.18,Kerbey Lane Cafe,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
270,21.39,Chipotle,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
267,15.48,Chipotle,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
263,14.45,Whataburger,checking,dining,FOOD_AND_DRINK_RESTAURANT,
261,5.52,Franklin Barbecue,checking,dining,FOOD_AND_DRINK_RESTAURANT,
260,5.96,Juan in a Million,checking,dining,FOOD_AND_DRINK_RESTAURANT,
257,15.92,Thai Fresh,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
254,20.90,Amy's Ice Creams,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
251,12.93,Home Slice Pizza,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
248,9.25,Thai Fresh,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
245,13.40,Whataburger,checking,dining,FOOD_AND_DRINK_RESTAURANT,
243,5.57,Home Slice Pizza,checking,dining,FOOD_AND_DRINK_RESTAURANT,
242,5.49,Franklin Barbecue,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
241,12.57,Juan in a Million,checking,dining,FOOD_AND_DRINK_RESTAURANT,
238,6.25,Veracruz All Natural,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
237,11.82,Veracruz All Natural,checking,dining,FOOD_AND_DRINK_RESTAURANT,
236,5.47,Whataburger,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
235,5.92,Franklin Barbecue,checking,dining,FOOD_AND_DRINK_RESTAURANT,
233,13.27,P. Terry's,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
231,11.42,Home Slice Pizza,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
229,8.69,Home Slice Pizza,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
228,9.38,Chipotle,checking,dining,FOOD_AND_DRINK_RESTAURANT,
226,12.84,Whataburger,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
224,7.57,Veracruz All Natural,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
222,11.09,Whataburger,checking,dining,FOOD_AND_DRINK_RESTAURANT,
220,5.50,Kerbey Lane Cafe,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
220,9.56,Chipotle,checking,dining,FOOD_AND_DRINK_RESTAURANT,
218,5.52,Franklin Barbecue,checking,dining,FOOD_AND_DRINK_RESTAURANT,
217,8.92,Tacodeli,checking,dining,FOOD_AND_DRINK_RESTAURANT,
216,9.14,P. Terry's,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
213,16.79,Veracruz All Natural,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
211,16.30,Chipotle,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
207,9.91,Franklin Barbecue,checking,dining,FOOD_AND_DRINK_RESTAURANT,
206,13.08,Kerbey Lane Cafe,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
203,21.06,Franklin Barbecue,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
199,9.66,Whataburger,checking,dining,FOOD_AND_DRINK_RESTAURANT,
197,5.57,P. Terry's,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
195,19.12,Franklin Barbecue,checking,dining,FOOD_AND_DRINK_RESTAURANT,
193,16.23,Cuantos Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
190,7.82,Veracruz All Natural,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
189,6.06,Veracruz All Natural,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
188,10.32,Kerbey Lane Cafe,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
184,20.96,Amy's Ice Creams,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
181,20.32,Tacodeli,checking,dining,FOOD_AND_DRINK_RESTAURANT,
177,18.72,Cuantos Tacos,checking,dining,FOOD_AND_DRINK_RESTAURANT,
174,20.04,Franklin Barbecue,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
171,5.72,Juan in a Million,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
170,5.41,Franklin Barbecue,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
170,6.21,Cuantos Tacos,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
168,20.60,Chipotle,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
163,22.16,Kerbey Lane Cafe,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
161,11.50,Thai Fresh,checking,dining,FOOD_AND_DRINK_RESTAURANT,
157,16.89,P. Terry's,checking,dining,FOOD_AND_DRINK_RESTAURANT,
138,21.21,Franklin Barbecue,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
136,9.13,Home Slice Pizza,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
135,5.46,Veracruz All Natural,checking,dining,FOOD_AND_DRINK_RESTAURANT,
133,5.72,Veracruz All Natural,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
131,19.08,Cuantos Tacos,checking,dining,FOOD_AND_DRINK_RESTAURANT,
127,20.33,Juan in a Million,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
126,5.42,Cuantos Tacos,checking,dining,FOOD_AND_DRINK_RESTAURANT,
125,18.45,Cuantos Tacos,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
121,14.17,Franklin Barbecue,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
120,5.49,Chipotle,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
120,5.75,Cuantos Tacos,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
118,5.40,Kerbey Lane Cafe,checking,dining,FOOD_AND_DRINK_RESTAURANT,
116,11.19,Franklin Barbecue,checking,dining,FOOD_AND_DRINK_RESTAURANT,
115,13.33,Cuantos Tacos,checking,dining,FOOD_AND_DRINK_RESTAURANT,
114,9.08,Franklin Barbecue,citicc,dining,FOOD_AND_DRINK_RESTAURANT,
112,5.53,Franklin Barbecue,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
110,5.69,Home Slice Pizza,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
