days_ago,amount,merchant,account,category,detailed,tags
305,6.74,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
310,6.90,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
312,7.62,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
315,6.49,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
318,8.01,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
321,8.00,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
325,7.59,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
330,7.83,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
333,6.42,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
335,7.84,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
338,6.45,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
343,6.41,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
347,7.61,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
350,7.47,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
354,7.75,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
356,7.88,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
359,6.65,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
362,7.58,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
365,7.44,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
371,8.10,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
373,8.13,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
375,7.36,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
381,6.76,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
384,6.51,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
388,7.24,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
391,8.38,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
393,7.22,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
397,6.42,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
399,6.41,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
402,8.26,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
407,7.46,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
409,8.26,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
413,8.04,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
416,6.34,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
420,7.04,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
423,7.02,Blue Bottle Coffee,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,coffee
2,14.39,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
6,16.69,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
10,15.74,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
13,15.38,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
17,16.98,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
21,15.04,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
25,15.71,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
29,15.63,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
31,15.51,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
37,14.91,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
40,15.22,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
43,14.71,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
48,14.06,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
50,16.22,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
54,14.64,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
59,16.35,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
63,15.82,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
68,15.13,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
71,16.77,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
73,16.13,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
77,14.39,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
82,16.05,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
85,16.76,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
91,14.40,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
94,15.15,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
98,15.71,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
102,16.90,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
105,14.67,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
108,16.14,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
113,14.15,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
117,14.37,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
120,16.27,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
124,16.85,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
129,14.37,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
130,14.51,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
134,16.83,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
138,15.95,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
142,14.97,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
148,16.27,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
150,16.92,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
154,16.42,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
158,15.18,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
161,16.70,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
165,15.64,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
169,16.02,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
173,14.57,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
178,14.84,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
180,14.29,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
186,15.20,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
187,15.71,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
192,14.60,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
195,14.18,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
200,16.74,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
204,16.72,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
207,15.04,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
211,14.02,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
215,15.66,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
220,16.12,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
223,16.87,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
226,14.49,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
229,14.39,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
233,16.55,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
237,14.39,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
241,16.51,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
247,14.06,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
249,14.04,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
252,16.41,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
257,14.02,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
260,14.09,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
265,15.50,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
267,16.60,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
273,14.73,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
276,14.34,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
279,14.10,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
284,16.27,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
288,15.19,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
292,15.41,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
294,15.86,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
299,15.99,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
303,16.11,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
306,15.21,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
310,16.90,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
313,15.91,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
317,15.90,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
321,15.89,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
324,16.42,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
330,14.59,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
334,15.24,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
337,14.63,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
340,16.65,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
343,15.54,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
349,16.65,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
351,16.72,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
356,15.67,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
360,15.05,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
362,14.09,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
366,14.18,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
370,15.83,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
375,14.74,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
379,15.88,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
384,16.79,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
385,15.31,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
389,16.10,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
393,14.47,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
398,14.78,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
401,15.98,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
404,14.71,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
408,14.04,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
412,14.17,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
416,15.55,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
420,16.91,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
425,16.14,Sweetgreen,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,lunch
21,240.00,Nordstrom,sofi2,shopping,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,apparel
50,128.00,Lululemon,sofi2,shopping,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,apparel
35,210.00,Ticketmaster,sofi2,entertainment,ENTERTAINMENT_MUSIC_AND_AUDIO,tickets
12,95.00,Seattle Symphony,sofi2,entertainment,ENTERTAINMENT_MUSIC_AND_AUDIO,tickets
126,640.00,JetBlue,csp,travel,TRAVEL_FLIGHTS,trip|flight
93,980.00,Airbnb,csp,travel,TRAVEL_FLIGHTS,trip|stay
91,110.21,Cervejaria Ramiro,csp,dining,FOOD_AND_DRINK_RESTAURANT,trip|food
90,150.84,Time Out Market,csp,dining,FOOD_AND_DRINK_RESTAURANT,trip|food
89,124.34,A Cevicheria,csp,dining,FOOD_AND_DRINK_RESTAURANT,trip|food
88,174.60,Manteigaria,csp,dining,FOOD_AND_DRINK_RESTAURANT,trip|food
91,114.64,Metro Lisboa,csp,transport,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,trip|local
90,152.46,Bolt,csp,transport,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,trip|local
89,92.91,Uber,csp,transport,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,trip|local
425,14.23,Le Panier,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
424,28.23,Tamarind Tree,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
423,16.16,Paseo,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
422,45.90,Din Tai Fung,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
421,18.29,Le Panier,csp,dining,FOOD_AND_DRINK_RESTAURANT,
420,20.69,Salumi,csp,dining,FOOD_AND_DRINK_RESTAURANT,
420,24.46,Musashi's,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
419,20.53,Le Panier,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
418,14.71,Ba Bar,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
418,16.38,Piroshky Piroshky,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
417,16.85,Storyville Coffee,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
416,15.66,Un Bien,csp,dining,FOOD_AND_DRINK_RESTAURANT,
416,18.46,Musashi's,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
415,13.03,Homegrown,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
414,46.04,Salumi,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
413,24.88,Piroshky Piroshky,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
411,37.76,Pike Place Chowder,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
410,33.38,Din Tai Fung,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
409,13.81,Din Tai Fung,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
408,44.79,Kedai Makan,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
407,28.03,Ba Bar,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
406,15.11,Din Tai Fung,csp,dining,FOOD_AND_DRINK_RESTAURANT,
405,13.10,Piroshky Piroshky,csp,dining,FOOD_AND_DRINK_RESTAURANT,
405,15.55,Tamarind Tree,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
404,21.04,Kedai Makan,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
404,13.35,Paseo,csp,dining,FOOD_AND_DRINK_RESTAURANT,
403,12.61,Musashi's,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
402,37.69,Musashi's,csp,dining,FOOD_AND_DRINK_RESTAURANT,
401,19.85,Salumi,csp,dining,FOOD_AND_DRINK_RESTAURANT,
400,47.83,Salumi,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
398,16.55,Un Bien,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
397,33.76,Le Panier,csp,dining,FOOD_AND_DRINK_RESTAURANT,
396,17.59,Tamarind Tree,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
396,19.62,Piroshky Piroshky,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
395,12.62,Paseo,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
395,25.95,Musashi's,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
393,38.86,Tamarind Tree,csp,dining,FOOD_AND_DRINK_RESTAURANT,
